|,|__state,|__site_name,|__county,|__info,|__latitude,|__longitude,|__elev,|__station
1161,CO,Black Mountain ,Larimer,Sheep Creek-North Fork Cache La Poudre Creek ,40.888,-105.66397,2718.8,BMNC2
1162,UT,Blacks Fork Jct ,Summit,Lower Cottonwood Creek ,40.95814,-110.5828,2703,BLJU1
1163,UT,EF Blacks Fork GS ,Summit,Sage Creek ,40.88472,-110.54056,2852.3,EFBU1
1166,OR,Bear Grass ,Linn,Smith River ,44.3253,-122.0938,1438.7,BKSO3
1167,OR,Smith Ridge ,Linn,Smith River ,44.30325,-122.04053,996.7,SMTO3
1168,NM,Taos Powderhorn ,Taos,Headwaters Arroyo Hondo ,36.58203,-105.45611,3370.2,TABN5
1169,NM,Shuree ,Colfax,Comanche Creek ,36.78778,-105.23999,3078.5,SHUN5
1170,NM,Palo ,Taos,Headwaters Rio Fernando del Taos ,36.40848,-105.33063,2849.9,TACN5
1171,WA,Trinity ,Chelan,Phelps Creek ,48.0747,-120.8493,893.1,TRIW1
1172,NM,San Antonio Sink ,Rio Arriba,Canada Tio Grande-Rio San Antonio ,36.8622,-106.22502,2773.7,SSCN5
1173,NM,Garita Peak ,Rio Arriba,Headwaters San Antonio Creek ,,,,
1174,AK,Fairbanks F.O. ,Fairbanks North Star,Chena River ,64.85,-147.8,137.2,FOFA2
1175,AK,Kelly Station ,Northwest Arctic,190504030802-Noatak River ,67.93333,-162.28333,94.5,KLLA2
1176,AK,Moore Creek Bridge ,Skagway,Captain William Moore Creek ,59.58783,-135.2105,685.8,MREA2
1177,AK,Prudhoe Bay ,North Slope,,70.26666,-148.56666,9.1,PRBA2
1182,AK,Bettles Field ,Yukon-koyukuk,Jack White Creek-Koyukuk River ,66.91667,-151.53333,195.1,BFLA2
1183,AK,Sagwon ,North Slope,,69.42417,-148.6925,305.1,SGWA2
1184,UT,Gooseberry RS Up ,Sevier,Gooseberry Creek ,38.7882,-111.68892,2558.8,GOUU1
1185,CO,Black Mesa ,Dolores,Fish Creek ,37.78972,-108.18365,3529.6,BMSC2
1186,CO,Fool Creek ,Grand,Saint Louis Creek ,39.8687,-105.8675,3398.5,FCVC2
1187,CO,High Lonesome ,Grand,Meadows Creek-Ranch Creek ,40.03592,-105.75471,3237,HLNC2
1188,CO,Wager Gulch ,Hinsdale,Lake Sanc Cristobal-Lake Fork ,37.88248,-107.3643,3383.3,WRGC2
1189,AK,American Creek ,Southeast Fairbanks,American Creek ,64.78969,-141.23376,320,AMCA2
1191,AK,Mcneil River SGS ,Kenai Peninsula,Mikfik Creek-Frontal Kamishak Bay ,59.08332,-154.27543,42.7,MLRA2
1192,UT,Buck Pasture ,Summit,Upper Cottonwood Creek ,40.84456,-110.66068,2935.5,BCZU1
1194,NV,Summit Lk ,Humboldt,Summit Lake ,41.48953,-118.99663,2320.4,MTLN2
1195,NV,Golconda ,Humboldt,Pole Creek ,40.88358,-117.58812,2016.3,GLCN2
1196,WY,Med Bow ,Carbon,Turpin Creek-Medicine Bow River ,41.37833,-106.34681,3200.4,MBSW4
1197,UT,Yankee Reservoir ,Iron,Center Creek-Parowan Creek ,37.74797,-112.77495,2648.7,YKEU1
1202,NV,Tent Mtn Lower ,Elko,Starr Creek ,40.97852,-115.17218,2165,TMLN2
1203,NV,Stag Mountain ,Elko,Stag Creek ,41.4081,-115.4466,2324.7,STGN2
1204,NV,Columbia Basin ,Elko,Columbia Creek ,41.6716,-116.0703,1972.4,CMBN2
1205,NV,Silver Creek Nv ,White Pine,Headwaters Silver Creek ,39.23305,-114.2429,2503.3,SILN2
1206,NV,Midas ,Elko,Frazer Creek ,41.2687,-116.8033,2022,MDSN2
1207,NV,Merritt Mountain ,Elko,Merritt Creek-Sheep Creek ,41.8928,-115.8582,2105.3,MERN2
1208,NV,Snowstorm Mtn ,Elko,First Creek-South Fork Little Humboldt River ,41.33981,-116.98044,2250.3,SSMN2
1209,NV,Corduroy Flat ,White Pine,Black Canyon Wash ,38.99651,-115.42478,2633.2,CORN2
1210,NV,Defiance Mines ,White Pine,Cooper Wash-Willow Creek ,39.08527,-114.89971,2835.9,DEFN2
1211,NV,Jakes Creek ,Elko,Upper Jakes Creek ,41.56861,-115.03237,2247.3,JAKN2
1212,AZ,Bar M ,Coconino,Bar M Canyon ,,,,
1213,NV,White River Nv ,White Pine,Saddle Spring-White River ,38.94557,-115.37922,2245.2,WHRN2
1214,UT,Bevans Cabin ,Tooele,Settlement Canyon ,40.46182,-112.25233,1987,BENU1
1215,UT,Lasal Mountain-Lower ,San Juan,Horse Creek-Mill Creek ,,,,
1216,UT,Huntington Horse ,Sanpete,Gooseberry Creek ,39.61774,-111.30576,2941.3,HNHU1
1217,UT,Rees Flat ,Juab,Quaking Aspen Creek-Chicken Creek ,39.49667,-111.72508,2195.8,REFU1
1221,UT,GBRC HQ ,Sanpete,Ephraim Creek ,39.32019,-111.48827,2682.2,GBZU1
1222,UT,GBRC Meadows ,Sanpete,Ephraim Creek ,39.30229,-111.45383,2682.2,GBMU1
1223,UT,Hobble Creek ,Utah,Upper Diamond Fork ,40.18538,-111.35971,2248.2,HOBU1
1224,UT,Mt Baldy ,Sanpete,Headwaters Twelvemile Creek ,39.13648,-111.50527,2902.3,MTBU1
1225,UT,Redden Mine Lwr ,Summit,Thorn Creek-Beaver Creek ,40.67505,-111.21765,2600.3,RMLU1
1226,UT,Thistle Flat ,Sanpete,Manti Canyon ,39.23803,-111.51988,2677.7,THIU1
1227,UT,Upper Joes Valley ,Emery,Indian Creek ,39.4155,-111.2491,2619.8,UJVU1
1228,UT,Wrigley Creek ,Sanpete,Millsite Reservoir-Ferron Creek ,39.13233,-111.35685,2842.6,WRIU1
1231,WA,Satus Pass ,Klickitat,Headwaters Little Klickitat River ,,,,
1236,UT,Corral ,Carbon,Grassy Trail Reservoir-Grassy Trail Creek ,39.65795,-110.37906,2501.2,CAOU1
1242,NV,Little Valley ,Washoe,Franktown Creek-Frontal Washoe Lake ,39.25259,-119.8771,1978.8,LTVN2
1243,NV,Dry Creek ,Elko,Upper Secret Creek ,40.8638,-115.22014,1997.4,DRKN2
1244,NV,Pole Canyon ,Elko,Woods Creek-Franklin River ,40.86293,-115.12067,2364.9,POLN2
1247,UT,Takka Wiiya ,Juab,Fifteenmile Creek ,39.74104,-113.98262,2780.1,TAKU1
1248,UT,Suu Ranch ,Iron,Crow Creek-Coal Creek ,37.59711,-112.92949,2453.3,SURU1
1249,UT,Sunflower Flat ,Garfield,Oak Creek ,38.048,-111.33981,3052.9,SFFU1
1251,CO,Sawtooth ,Boulder,Middle Saint Vrain Creek ,40.13697,-105.58625,2932.2,SATC2
1252,CO,Elkhead Divide ,Routt,Headwaters Elkhead Creek ,,,,
1254,NM,Rio Santa Barbara ,Taos,Outlet Rio Santa Barbara ,36.07192,-105.62947,3250.4,SBAN5
1256,WA,Gold Mountain ,Ferry,Wilmont Creek ,48.18934,-118.4559,1338.1,GLDW1
1257,WA,Skate Creek ,Lewis,Silver Creek ,46.64336,-121.83044,1149.1,SKTW1
1258,CA,State Line ,Modoc,Weed Valley-North Fork Willow Creek ,41.98609,-120.71574,1731.3,TATC1
1259,WA,Muckamuck ,Okanogan,West Fork Salmon Creek ,48.58526,-119.86624,1362.5,MUKW1
1261,UT,Lonesome Beaver ,Garfield,Headwaters North Wash ,38.08,-110.77241,2867.9,LBVU1
1262,NV,Fry Canyon ,Elko,Headwaters North Fork Humboldt River ,41.58022,-115.93645,2071.4,FRYN2
1263,WA,Pinto Rock ,Skamania,Iron Creek ,46.32318,-121.94219,1353.3,PINW1
1265,AK,Lower Kachemak Creek ,Kenai Peninsula,Bradley Lake ,59.73507,-150.69327,583.7,LKCA2
1266,AK,Telaquana Lake ,Bethel,Upper Telaquana River ,60.98243,-153.91772,472.4,TQUA2
1267,AK,Alexander Lake ,Matanuska-susitna,Headwaters Alexander Creek ,,,,
1268,AK,Fielding Lake ,Valdez-cordova,Fielding Lake ,63.20267,-145.6305,914.4,FLDA2
1269,UT,Mt Pennell ,Garfield,State Creek ,37.97793,-110.7933,2806.6,MPEU1
1270,AK,Heen Latinee ,Juneau,Davies Creek ,,,,
1271,AZ,Hawley Lake ,Apache,Trout Creek ,33.97142,-109.76528,2529.8,HAWA3
1275,AK,Jack Wade Jct ,Southeast Fairbanks,Kal Creek ,,,,
1276,ID,Iron Mine Creek ,Blaine,Upper Fish Creek ,,,,
1277,CA,Fredonyer Peak ,Lassen,Lower Dry Lake-Frontal Eagle Lake ,,,,
1278,UT,Bobs Hollow ,Millard,North Fork Chalk Creek ,,,,
1280,UT,Santaquin Meadows ,Utah,Summit Creek ,,,,
1285,AK,Flower Mountain ,Haines,Porcupine Creek ,,,,
1286,MT,Slagamelt Lakes ,Beaverhead,Big Swamp Creek ,,,,
1287,MT,Mom Creek ,Beaverhead,Dad Creek-Medicine Lodge Creek ,,,,
2029,ID,Reynolds Creek ,Owyhee,Lower Reynolds Creek ,43.28868,-116.84923,1706.9,RYCI1
